mtime,stream_id,D,G,H,J,Q,R,U,V,W,X
2021-11-01T00:05,Ba,0,0,0,0,0,0,0,0,0,0
2021-11-01T00:05,Bb,0,22981,0,0,0,0,0,0,0,0
2021-11-01T00:05,Bc,0,7075,0,9855,0,0,0,0,0,0
2021-11-01T00:05,Bd,0,0,0,0,0,0,12569,0,24487,0
2021-11-01T00:05,Be,14137,1920,0,0,0,0,0,0,0,0
2021-11-01T00:05,Bf,0,0,0,9638,0,0,0,4536,0,0
2021-11-01T00:05,Bg,0,0,0,0,0,0,0,0,0,0
2021-11-01T00:05,Bh,0,24109,0,9263,0,0,0,0,4526,0
2021-11-01T00:05,Bi,0,0,0,0,0,0,0,0,0,0
2021-11-01T00:05,Bj,1900,0,0,0,9692,0,0,13629,0,0
2021-11-01T00:05,Bk,0,0,0,0,0,0,0,0,15377,0
2021-11-01T00:05,Bl,12268,0,0,0,0,9971,0,0,0,0
2021-11-01T00:05,Bm,0,0,0,0,0,2196,0,0,0,0
2021-11-01T00:05,Bn,0,0,0,0,0,0,0,0,0,0
2021-11-01T00:05,Bo,0,0,2407,0,0,0,0,0,0,0
2021-11-01T00:05,Bp,0,0,0,0,22572,14598,0,0,10974,0
2021-11-01T00:05,Bq,21639,2798,0,0,0,0,0,0,11483,0
2021-11-01T00:05,Br,9226,0,0,0,0,0,0,4126,0,0
2021-11-01T00:05,Bs,18067,0,0,10015,13073,3391,0,0,0,0
2021-11-01T00:05,Bt,21805,22839,0,0,0,0,0,0,0,0
2021-11-01T00:05,Bu,19365,24755,0,0,1835,0,0,0,0,0
2021-11-01T00:05,Bv,0,0,11976,0,23238,0,0,0,0,0
2021-11-01T00:05,Bw,0,0,0,9551,0,0,0,0,0,0
2021-11-01T00:05,Bx,0,0,0,0,0,0,2626,0,0,0
2021-11-01T00:05,By,0,0,0,0,0,0,0,0,10536,0
2021-11-01T00:05,Bz,0,0,0,0,0,0,0,23266,0,24433
2021-11-01T00:05,C1,0,0,21335,0,0,0,0,0,0,0
2021-11-01T00:05,C2,16700,0,0,0,0,17821,0,0,4843,0
2021-11-01T00:05,C3,0,0,0,0,0,0,14613,0,2024,0
2021-11-01T00:05,C4,0,0,1149,0,0,0,0,0,0,0
2021-11-01T00:05,C5,0,0,0,0,0,0,0,0,0,0
2021-11-01T00:05,C6,0,0,0,0,0,6583,0,0,0,0
2021-11-01T00:05,C7,0,0,0,0,0,0,0,0,0,0
2021-11-01T00:05,C8,0,0,10562,13280,0,0,0,21638,0,0
2021-11-01T00:05,C9,0,0,0,0,0,16814,0,0,0,0
2021-11-01T00:05,CD,7528,0,10286,0,0,0,0,0,0,0
2021-11-01T00:05,CE,0,0,0,2740,5444,0,0,0,0,0
2021-11-01T00:05,CF,0,0,0,0,0,0,0,0,0,0
2021-11-01T00:05,CG,0,0,0,0,0,0,0,0,0,0
2021-11-01T00:05,CH,0,0,0,0,0,0,10287,0,23075,0
2021-11-01T00:05,CI,0,0,0,0,0,0,0,0,0,0
2021-11-01T00:05,CJ,0,0,0,0,0,0,0,17054,0,0
2021-11-01T00:05,CK,0,0,0,0,0,0,0,0,19612,0
2021-11-01T00:05,CL,0,0,0,24500,0,0,0,0,0,0
2021-11-01T00:05,CM,22028,9496,0,0,0,0,0,0,0,0
2021-11-01T00:05,CN,0,0,0,0,0,0,0,0,0,0
2021-11-01T00:05,CO,0,22315,7924,0,0,0,0,0,0,0
2021-11-01T00:05,CP,0,0,0,0,0,0,0,0,3722,0
2021-11-01T00:05,CQ,19451,0,6089,0,0,0,0,2426,9655,0
2021-11-01T00:05,CR,0,7906,0,16815,24701,1963,16868,0,0,10670
2021-11-01T00:05,CS,16322,0,24562,5542,23946,0,0,0,2995,15051
2021-11-01T00:05,CT,0,0,0,0,0,0,0,0,17888,0
2021-11-01T00:05,CU,0,15741,0,2016,0,0,0,0,0,0
2021-11-01T00:05,CV,0,0,0,0,0,0,0,0,0,0
2021-11-01T00:05,CW,17490,0,0,0,0,0,0,0,0,0
2021-11-01T00:05,CX,0,0,0,0,0,0,5031,0,0,0
2021-11-01T00:05,CY,6002,0,0,0,0,0,0,17932,17078,0
2021-11-01T00:05,CZ,13186,0,0,0,0,0,0,23307,0,0
2021-11-01T00:05,Ca,0,16452,19642,0,0,0,0,14562,9695,0
2021-11-01T00:05,Cb,19096,0,0,0,0,0,0,0,19778,17562
2021-11-01T00:05,Cc,0,0,0,0,0,24381,0,0,0,20529
2021-11-01T00:05,Cd,13591,0,0,0,0,0,0,0,0,3174
2021-11-01T00:05,Ce,6974,0,0,0,0,0,0,392,0,0
2021-11-01T00:05,Cf,0,13687,0,0,0,0,0,0,0,0
2021-11-01T00:05,Cg,24190,0,0,20736,0,0,0,3407,8917,0
2021-11-01T00:05,Ch,0,0,8258,0,0,0,0,0,0,0
2021-11-01T00:05,Ci,21598,0,0,0,0,0,0,0,0,0
2021-11-01T00:05,Cj,0,0,23608,0,11742,0,0,0,29,0
2021-11-01T00:05,Ck,11663,24313,0,0,0,0,10757,0,0,0
2021-11-01T00:05,Cl,13345,0,0,19692,0,0,0,0,0,0
2021-11-01T00:05,Cm,0,0,7561,0,0,0,0,13806,0,0
2021-11-01T00:10,Cn,0,0,0,0,0,0,0,0,0,0
2021-11-01T00:10,Co,0,0,0,1620,0,0,0,0,0,0
2021-11-01T00:10,Cp,0,0,0,0,0,0,0,0,0,0
2021-11-01T00:10,Cq,3133,0,0,0,0,0,0,0,0,0
2021-11-01T00:10,Cr,0,0,0,0,0,19391,0,0,2204,0
2021-11-01T00:10,Cs,0,0,0,0,0,0,0,0,16675,0
2021-11-01T00:10,Ct,0,0,0,0,23434,0,0,22871,604,0
2021-11-01T00:10,Cu,0,0,638,0,0,0,0,0,0,0
2021-11-01T00:10,Cv,0,0,0,0,0,0,0,0,0,0
2021-11-01T00:10,Cw,16164,0,0,0,0,0,24901,3223,17141,0
2021-11-01T00:10,Cx,0,0,12092,0,0,20985,0,17538,0,19536
2021-11-01T00:10,Cy,0,0,0,17106,14087,2226,0,0,0,0
2021-11-01T00:10,Cz,5206,17885,0,0,0,0,0,0,0,0
2021-11-01T00:10,D1,0,0,0,0,0,0,0,0,0,0
2021-11-01T00:10,D2,0,0,0,0,0,0,0,0,0,11466
2021-11-01T00:10,D3,0,20871,0,10244,0,14986,1847,0,0,0
2021-11-01T00:10,D4,0,0,3304,0,0,0,0,0,0,0
2021-11-01T00:10,D5,0,14138,0,0,0,0,0,0,0,0
2021-11-01T00:10,D6,0,9920,0,0,0,0,0,0,0,0
2021-11-01T00:10,D7,0,0,0,0,11166,8143,23824,0,0,5154
2021-11-01T00:10,D8,0,0,71,0,0,0,0,0,0,0
2021-11-01T00:10,D9,0,0,0,0,0,0,10906,0,0,0
2021-11-01T00:10,DE,0,0,0,0,0,0,15944,0,0,10715
2021-11-01T00:10,DF,829,0,11847,4657,20821,8015,3185,0,0,0
2021-11-01T00:10,DG,0,0,0,0,0,14156,0,0,0,0
2021-11-01T00:10,DH,0,562,10569,0,0,0,0,0,0,0
2021-11-01T00:10,DI,15113,0,14882,0,0,8800,3987,0,0,10353
2021-11-01T00:10,DJ,0,0,19900,0,14595,0,0,0,1742,0
2021-11-01T00:10,DK,0,0,0,0,0,0,0,3217,0,0
2021-11-01T00:10,DL,0,0,0,0,0,0,0,3929,0,18953
2021-11-01T00:10,DM,24629,0,0,0,0,0,4947,0,9863,0
2021-11-01T00:10,DN,0,0,0,14083,0,0,0,0,339,0
2021-11-01T00:10,DO,0,0,6649,19878,0,11344,0,0,0,0
2021-11-01T00:10,DP,0,0,0,13913,0,0,0,0,0,0
2021-11-01T00:10,DQ,0,0,0,0,0,18572,0,0,0,0
2021-11-01T00:10,DR,0,0,0,0,0,15586,0,0,0,0
2021-11-01T00:10,DS,0,0,0,0,0,13836,0,0,4647,0
2021-11-01T00:10,DT,0,0,0,0,6254,0,13949,5806,0,0
2021-11-01T00:10,DU,0,1347,0,9268,0,0,0,0,0,0
2021-11-01T00:10,DV,0,0,0,0,0,0,0,0,0,0
2021-11-01T00:10,DW,0,0,22598,0,0,0,0,0,0,18717
2021-11-01T00:10,DX,0,0,0,0,0,0,0,18215,0,21444
2021-11-01T00:10,DY,2908,0,0,0,0,0,0,0,0,0
2021-11-01T00:10,DZ,0,6770,0,0,0,0,0,0,0,0
2021-11-01T00:10,Da,0,0,0,0,0,0,0,0,5025,1748
2021-11-01T00:10,Db,0,0,0,0,0,0,0,0,0,0
2021-11-01T00:10,Dc,8323,0,0,4643,8279,0,0,0,0,0
2021-11-01T00:10,Dd,0,24839,0,0,0,0,17322,0,0,0
2021-11-01T00:10,De,0,0,0,0,0,0,17189,0,0,0
2021-11-01T00:10,Df,0,0,0,9905,8862,0,0,0,0,0
2021-11-01T00:10,Dg,0,20299,764,0,0,0,16363,0,0,14826
2021-11-01T00:10,Dh,0,0,0,4581,0,0,5410,0,12099,0
2021-11-01T00:10,Di,0,0,0,3707,21640,0,0,9097,0,0
2021-11-01T00:10,Dj,0,0,0,0,0,0,0,0,15598,0
2021-11-01T00:10,Dk,0,0,0,13738,0,0,0,0,0,0
2021-11-01T00:10,Dl,4117,0,0,0,0,0,0,486,0,12569
2021-11-01T00:10,Dm,0,0,0,0,0,0,0,0,0,0
2021-11-01T00:10,Dn,0,0,0,0,0,0,0,23927,0,0
2021-11-01T00:10,Do,0,0,0,0,0,0,0,0,0,9515
2021-11-01T00:10,Dp,0,0,0,8991,0,0,0,7438,0,0
2021-11-01T00:10,Dq,0,0,0,0,0,0,0,0,0,0
2021-11-01T00:10,Dr,0,0,0,0,0,22221,0,0,20815,0
2021-11-01T00:10,Ds,0,0,0,0,0,0,0,0,0,0
2021-11-01T00:10,Dt,0,0,0,0,0,0,0,0,0,0
2021-11-01T00:10,Du,0,0,0,0,0,8377,0,0,0,10280
2021-11-01T00:10,Dv,19582,14745,0,0,0,0,0,0,4879,0
2021-11-01T00:10,Dw,0,0,0,0,0,17817,0,0,12060,24066
2021-11-01T00:10,Dx,14916,7477,0,0,22051,0,0,0,0,0
2021-11-01T00:10,Dy,0,0,0,22438,0,7041,0,0,0,0
2021-11-01T00:10,Dz,0,0,0,6255,0,0,12962,502,0,0
2021-11-01T00:10,E1,0,0,0,0,0,23138,0,0,3678,0
2021-11-01T00:10,E2,0,9820,0,0,0,0,0,0,0,0
2021-11-01T00:10,E3,0,17284,0,2454,18892,12354,23552,0,17513,17572
2021-11-01T00:10,E4,3695,0,0,0,24114,0,0,6583,0,0
2021-11-01T00:10,E5,0,0,0,0,18528,0,0,0,0,21877
2021-11-01T00:10,E6,0,5052,0,2915,0,0,0,0,0,0
2021-11-01T00:10,E7,0,0,0,0,0,0,0,10402,0,0
2021-11-01T00:10,E8,21686,0,22591,0,0,0,0,24141,0,0
2021-11-01T00:10,E9,0,0,0,0,0,0,0,0,0,18748
2021-11-01T00:10,EF,0,1651,0,9995,0,0,20878,3987,0,0
2021-11-01T00:10,EG,22447,0,23162,0,0,0,0,0,0,0
2021-11-01T00:10,EH,0,0,0,0,0,0,0,0,0,0
2021-11-01T00:10,EI,0,0,0,22160,0,0,0,0,0,0
2021-11-01T00:10,EJ,0,0,0,0,0,0,0,0,15175,0
2021-11-01T00:10,EK,0,0,0,9985,10699,0,0,0,0,0
2021-11-01T00:10,EL,0,0,0,0,0,0,0,10854,0,11398
2021-11-01T00:10,EM,0,0,5969,0,0,0,9700,0,0,0
2021-11-01T00:10,EN,0,0,0,15980,0,0,0,0,0,9918
2021-11-01T00:10,EO,12866,0,0,2383,0,20258,0,0,0,0
2021-11-01T00:10,EP,0,0,0,0,0,0,0,0,0,0
2021-11-01T00:10,EQ,0,0,10053,0,0,0,0,15166,0,7018
2021-11-01T00:10,ER,798,0,0,0,13813,0,0,0,10927,14643
2021-11-01T00:10,ES,0,0,0,0,0,0,2544,0,7715,0
2021-11-01T00:10,ET,1393,0,0,0,13441,0,0,0,5879,22370
2021-11-01T00:10,EU,17255,0,0,0,8062,0,0,0,0,0
2021-11-01T00:10,EV,0,0,4280,0,0,0,0,0,0,0
2021-11-01T00:10,EW,18510,16517,0,0,0,0,0,0,0,0
2021-11-01T00:10,EX,16077,0,0,0,20064,0,0,0,0,0
2021-11-01T00:10,EY,0,0,0,15265,0,0,11501,19248,7494,0
2021-11-01T00:10,EZ,9533,0,0,0,0,0,9298,0,0,15703
2021-11-01T00:15,Ea,0,0,0,0,0,0,3314,0,0,0
2021-11-01T00:15,Eb,0,21545,0,15249,0,0,0,0,0,0
2021-11-01T00:15,Ec,0,0,0,6088,0,22699,23311,0,0,0
2021-11-01T00:15,Ed,0,0,0,0,0,0,0,0,0,9343
2021-11-01T00:15,Ee,0,0,0,0,0,0,0,0,16762,0
2021-11-01T00:15,Ef,0,0,0,0,0,0,23817,0,0,9978
2021-11-01T00:15,Eg,0,0,23113,0,21068,8543,0,0,0,0
2021-11-01T00:15,Eh,0,0,0,0,0,9237,0,0,0,0
2021-11-01T00:15,Ei,12859,0,3620,0,0,0,0,0,4048,0
2021-11-01T00:15,Ej,0,0,0,0,22962,4010,0,0,0,0
2021-11-01T00:15,Ek,0,0,0,0,0,0,2040,23691,0,0
2021-11-01T00:15,El,0,0,0,0,0,0,3365,0,10642,0
2021-11-01T00:15,Em,0,0,0,0,0,0,1420,24262,5573,0
2021-11-01T00:15,En,0,0,0,0,0,0,0,22253,21751,0
2021-11-01T00:15,Eo,0,0,0,0,0,0,0,0,24967,0
2021-11-01T00:15,Ep,0,0,0,0,7109,0,0,15014,0,3472
2021-11-01T00:15,Eq,0,1093,0,23158,0,0,0,0,0,0
2021-11-01T00:15,Er,0,0,0,0,0,0,0,0,0,19184
2021-11-01T00:15,Es,0,0,0,0,0,0,0,0,0,0
2021-11-01T00:15,Et,0,0,0,0,0,0,8188,5870,0,0
2021-11-01T00:15,Eu,5034,16678,0,0,0,0,0,23183,0,6510
2021-11-01T00:15,Ev,0,6703,0,19555,0,0,0,0,0,0
2021-11-01T00:15,Ew,0,0,0,0,0,0,0,0,0,0
2021-11-01T00:15,Ex,10653,0,0,0,0,0,0,0,0,0
2021-11-01T00:15,Ey,0,0,0,0,7294,0,0,0,0,0
2021-11-01T00:15,Ez,0,0,0,0,23948,0,0,0,0,0
2021-11-01T00:15,F1,15765,0,0,0,0,0,5201,0,0,0
2021-11-01T00:15,F2,0,1159,979,21193,0,9388,0,14595,0,0
2021-11-01T00:15,F3,0,0,0,0,20991,0,0,0,0,0
2021-11-01T00:15,F4,905,0,2709,0,0,0,0,0,0,9713
2021-11-01T00:15,F5,0,0,0,0,0,0,0,0,4039,0
2021-11-01T00:15,F6,0,0,0,0,0,0,0,0,0,0
2021-11-01T00:15,F7,0,0,0,0,17565,0,0,905,0,0
2021-11-01T00:15,F8,0,22395,0,0,16410,22985,0,0,0,0
2021-11-01T00:15,F9,0,0,0,0,0,0,2073,20895,0,0
2021-11-01T00:15,FG,0,0,7814,0,0,0,0,0,0,18024
2021-11-01T00:15,FH,0,0,0,22946,22770,0,15792,4939,0,0
2021-11-01T00:15,FI,17595,0,0,0,0,0,0,0,0,0
2021-11-01T00:15,FJ,0,0,0,0,0,0,0,0,16979,0
2021-11-01T00:15,FK,0,0,0,3091,0,13965,0,0,1801,0
2021-11-01T00:15,FL,0,15612,0,0,0,0,0,0,0,5927
2021-11-01T00:15,FM,16951,0,17347,0,0,0,0,0,12968,0
2021-11-01T00:15,FN,0,0,0,0,0,0,0,0,0,0
2021-11-01T00:15,FO,18578,0,0,0,0,0,0,0,0,0
2021-11-01T00:15,FP,0,0,0,0,0,0,0,1949,22482,0
2021-11-01T00:15,FQ,0,2749,0,4756,0,0,0,0,0,3152
2021-11-01T00:15,FR,0,0,0,19984,0,5224,0,18696,0,0
2021-11-01T00:15,FS,0,0,0,0,0,0,0,0,0,0
2021-11-01T00:15,FT,0,3619,0,17718,0,8395,24419,0,0,0
2021-11-01T00:15,FU,18990,0,0,3111,0,0,16011,0,0,0
2021-11-01T00:15,FV,20324,0,0,0,0,318,0,0,0,0
2021-11-01T00:15,FW,0,12131,0,9968,0,0,22266,0,0,11434
2021-11-01T00:15,FX,0,18832,0,0,0,15472,0,0,0,0
2021-11-01T00:15,FY,0,21777,0,0,0,0,16892,0,7505,0
2021-11-01T00:15,FZ,0,0,0,0,0,0,0,0,0,0
2021-11-01T00:15,Fa,0,0,0,15073,0,0,19211,0,0,0
2021-11-01T00:15,Fb,0,0,0,0,0,0,0,0,21695,0
2021-11-01T00:15,Fc,0,0,3163,0,7215,0,13706,0,0,0
2021-11-01T00:15,Fd,0,9708,0,0,0,0,7831,0,693,0
2021-11-01T00:15,Fe,0,0,0,0,0,0,0,0,6379,0
2021-11-01T00:15,Ff,0,24704,0,0,0,0,0,21660,13980,0
2021-11-01T00:15,Fg,0,0,0,0,0,1641,0,0,0,1111
2021-11-01T00:15,Fh,0,10853,0,0,0,22855,0,0,0,0
2021-11-01T00:15,Fi,0,0,0,0,0,20826,0,13342,0,0
2021-11-01T00:15,Fj,7090,0,0,0,0,14570,0,0,0,22926
2021-11-01T00:15,Fk,0,4606,0,0,1731,0,0,0,0,0
2021-11-01T00:15,Fl,0,0,0,0,10514,0,4465,0,0,0
2021-11-01T00:15,Fm,0,0,0,0,22702,0,3759,16742,0,0
2021-11-01T00:15,Fn,0,0,0,0,0,0,0,11787,0,0
2021-11-01T00:15,Fo,0,0,0,0,0,0,0,0,0,6118
2021-11-01T00:15,Fp,0,0,0,0,0,20923,0,0,19390,0
2021-11-01T00:15,Fq,6077,0,0,0,0,0,0,0,0,0
2021-11-01T00:15,Fr,0,0,0,0,4898,0,0,0,0,0
2021-11-01T00:15,Fs,5955,0,0,0,0,0,0,0,0,0
2021-11-01T00:15,Ft,11584,0,0,0,0,0,0,0,0,0
2021-11-01T00:15,Fu,0,0,19502,0,0,0,19088,0,483,0
2021-11-01T00:15,Fv,0,0,0,0,0,0,0,11417,0,14698
2021-11-01T00:15,Fw,0,0,0,0,0,0,0,0,0,0
2021-11-01T00:15,Fx,8194,0,0,81,12670,0,0,0,0,0
2021-11-01T00:15,Fy,6961,0,0,0,0,16731,0,0,0,0
2021-11-01T00:15,Fz,0,13862,0,0,0,0,0,17247,2494,0
2021-11-01T00:15,G1,0,0,13652,13565,0,12335,0,0,0,0
2021-11-01T00:15,G2,0,0,0,0,0,0,18619,0,0,0
2021-11-01T00:15,G3,4480,22662,0,0,0,0,0,0,0,0
2021-11-01T00:15,G4,0,0,0,22879,0,0,0,1424,0,0
2021-11-01T00:15,G5,0,0,0,0,0,0,19508,11433,0,0
